category,image_url
Honey,https://images.unsplash.com/photo-1536788567643-8c2368376526?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Ice Cream & Frozen Yogurt,https://images.unsplash.com/photo-1498190338361-82055e010b39?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Imported Food,https://images.pexels.com/photos/1640773/pexels-photo-1640773.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=750&w=1260
International Grocery,https://images.unsplash.com/photo-1521097384973-2fbcdc69f31a?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Internet Cafes,https://images.pexels.com/photos/1015568/pexels-photo-1015568.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Juice Bars & Smoothies,https://images.pexels.com/photos/338713/pexels-photo-338713.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Kombucha,https://images.unsplash.com/photo-1547925150-eb2955311dae?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Organic Stores,https://images.pexels.com/photos/319798/pexels-photo-319798.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Patisserie/Cake Shop,https://images.unsplash.com/photo-1541781304420-38fd3dd748ac?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Piadina,https://cdn.pixabay.com/photo/2016/03/29/17/09/kebab-1288824__480.png
Poke,https://cdn.pixabay.com/photo/2017/04/13/08/29/tuna-2226943__480.jpg
Pretzels,https://images.pexels.com/photos/1718383/pexels-photo-1718383.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Shaved Ice,https://images.unsplash.com/photo-1470338745628-171cf53de3a8?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Shaved Snow,https://images.pexels.com/photos/891252/pexels-photo-891252.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Smokehouse,https://cdn.pixabay.com/photo/2016/06/22/10/53/cheese-1472770__480.jpg
Specialty Food,https://images.unsplash.com/photo-1478145046317-39f10e56b5e9?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Candy Stores,https://images.unsplash.com/photo-1542800262-8b3c1a6007ad?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Cheese Shops,https://images.unsplash.com/photo-1541696303913-8668e3f7e9fa?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Chocolatiers & Shops,https://images.unsplash.com/photo-1512155381554-31ea36a27426?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Fruits & Veggies,https://images.unsplash.com/photo-1485637701894-09ad422f6de6?ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60
Health Markets,https://cdn.pixabay.com/photo/2016/04/21/11/32/groceries-1343141__480.jpg
Herbs & Spices,https://images.unsplash.com/photo-1536487051162-1fcc4fdf4cc0?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Macarons,https://images.unsplash.com/photo-1531594652722-292a43e752b4?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Meat Shops,https://images.unsplash.com/photo-1511018055524-56183e65e850?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Olive Oil,https://images.pexels.com/photos/1022385/pexels-photo-1022385.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Pasta Shops,https://images.pexels.com/photos/1270955/pexels-photo-1270955.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Popcorn Shops,https://images.unsplash.com/photo-1512149177596-f817c7ef5d4c?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Seafood Markets,https://images.pexels.com/photos/1031780/pexels-photo-1031780.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Street Vendors,https://images.pexels.com/photos/439851/pexels-photo-439851.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Tea Rooms,https://images.pexels.com/photos/6308/food-holiday-love-holidays.jpg?auto=compress&cs=tinysrgb&dpr=2&w=500
Water Stores,http://brie.hunter.cuny.edu/hpe/wp-content/uploads/2010/05/nestle_water_web.jpg
Wineries,https://cdn.pixabay.com/photo/2016/10/22/20/34/wine-1761613__480.jpg
Wine Tasting Room,https://images.unsplash.com/photo-1469234496837-d0101f54be3e?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Hotels & Travel,https://images.unsplash.com/photo-1454496406107-dc34337da8d6?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Airports,https://images.unsplash.com/photo-1544464499-7713411ab641?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Airport Terminals,https://images.unsplash.com/photo-1542761179-16833dfc1012?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Bed & Breakfast,https://images.pexels.com/photos/405237/pexels-photo-405237.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Campgrounds,https://images.unsplash.com/photo-1515408320194-59643816c5b2?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Car Rental,https://image.shutterstock.com/image-photo/sign-direction-car-rental-260nw-147619601.jpg
Guest Houses,https://image.shutterstock.com/image-photo/hotel-room-bedroom-beds-curtain-260nw-1021686856.jpg
Health Retreats,https://images.pexels.com/photos/1449053/pexels-photo-1449053.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Hostels,https://tse2.mm.bing.net/th?id=OIP.h_PFOALLjBJI0v3eMltwKwHaE9&pid=15.1&P=0&w=261&h=176
Hotels,https://images.pexels.com/photos/96444/pexels-photo-96444.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Mountain Huts,https://images.unsplash.com/photo-1526139184221-788ecfb2b9ae?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Rest Stops,https://nicoleleeartistry.files.wordpress.com/2008/04/rest-area.jpg
Motorcycle Rental,https://cdn.pixabay.com/photo/2015/07/10/13/57/motorcycle-839218__480.jpg
RV Parks,https://tse3.mm.bing.net/th?id=OIP._jhZfWqjZb-u9VZaRhBHfAHaFj&pid=15.1&P=0&w=210&h=158
RV Rental,https://images.unsplash.com/photo-1544620347-c4fd4a3d5957?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Resorts,https://images.unsplash.com/photo-1519868343531-805e97cbda3e?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Ski Resorts,https://images.unsplash.com/photo-1519659675643-e5885721661f?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Tours,https://images.pexels.com/photos/672358/pexels-photo-672358.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Aerial Tours,https://images.unsplash.com/photo-1499946731602-f81b5f4eebc6?ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60
Architectural Tours,https://images.unsplash.com/photo-1483397242829-5a301431e002?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=934&q=80
Art Tours,https://images.pexels.com/photos/952588/pexels-photo-952588.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Beer Tours,https://images.pexels.com/photos/1089930/pexels-photo-1089930.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Bike tours,https://images.pexels.com/photos/17729/pexels-photo.jpg?auto=compress&cs=tinysrgb&dpr=2&w=500
Boat Tours,https://images.pexels.com/photos/1819631/pexels-photo-1819631.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Bus Tours,https://images.pexels.com/photos/1178448/pexels-photo-1178448.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Food Tours,https://tse3.mm.bing.net/th?id=OIP.aRpkevtFDuiDkHj0o53VuwHaE7&pid=15.1&P=0&w=263&h=176
Historical Tours,https://images.pexels.com/photos/1121964/pexels-photo-1121964.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Scooter Tours,https://images.pexels.com/photos/809609/pexels-photo-809609.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=750&w=1260
Walking Tours,https://images.pexels.com/photos/631986/pexels-photo-631986.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Whale Watching Tours,https://images.pexels.com/photos/50720/bottlenose-dolphin-dolphin-tooth-mouth-50720.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Wine Tours,https://images.pexels.com/photos/39511/purple-grapes-vineyard-napa-valley-napa-vineyard-39511.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Train Stations,https://images.pexels.com/photos/927816/pexels-photo-927816.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Transportation,https://images.pexels.com/photos/732142/pexels-photo-732142.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Airlines,https://images.pexels.com/photos/163792/model-planes-airplanes-miniatur-wunderland-hamburg-163792.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Airport Shuttles,https://images.pexels.com/photos/1381415/pexels-photo-1381415.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Bike Sharing,https://images.pexels.com/photos/686230/pexels-photo-686230.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Bus Stations,https://images.pexels.com/photos/861095/pexels-photo-861095.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Buses,https://images.pexels.com/photos/575897/pexels-photo-575897.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Cable Cars,https://images.pexels.com/photos/258447/pexels-photo-258447.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Ferries,https://images.pexels.com/photos/1814472/pexels-photo-1814472.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Limos,https://cdn.pixabay.com/photo/2016/03/10/23/28/limousine-1249506__480.jpg
Metro Stations,https://images.pexels.com/photos/253647/pexels-photo-253647.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Pedicabs,https://tse4.mm.bing.net/th?id=OIP.6sDk_BkiH6vsOoyJOsnToQHaFI&pid=15.1&P=0&w=255&h=178
Private Jet Charter,https://images.pexels.com/photos/6965/sky-flying-summer-aviation.jpg?auto=compress&cs=tinysrgb&dpr=2&w=500
Public Transportation,https://images.pexels.com/photos/234507/pexels-photo-234507.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Taxis,https://images.unsplash.com/39/mtNrf7oxS4uSxTzMBWfQ_DSC_0043.jpg?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Town Car Service,https://tse4.mm.bing.net/th?id=OIP.56HP8-B-qlNsVt7pumxGXQHaEL&pid=15.1&P=0&w=282&h=160
Trains,https://images.pexels.com/photos/889831/pexels-photo-889831.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Travel Services,https://images.pexels.com/photos/1537003/pexels-photo-1537003.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Luggage Storage,https://images.pexels.com/photos/510541/pexels-photo-510541.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Passport & Visa Services,https://images.unsplash.com/photo-1547572848-7009c748c5b8?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Travel Agents,https://images.pexels.com/photos/970203/pexels-photo-970203.jpeg?auto=compress&cs=tinysrgb&dpr=2&w=500
Visitor Centers,https://tse2.mm.bing.net/th?id=OIP.kFfPfaMQqyZ0E7HfkLh13wHaE7&pid=15.1&P=0&w=273&h=183
Vacation Rental Agents,https://images.unsplash.com/photo-1535450117817-f24e366873b0?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Vacation Rentals,https://images.unsplash.com/photo-1505758480-67e8d1b6fcec?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1567&q=80
Local Flavor,
Parklets,https://tse3.mm.bing.net/th?id=OIP.aiXRuLwx2jPLtp0sMKYk0QHaFl&pid=15.1&P=0&w=228&h=173
Public Art,https://cdn.pixabay.com/photo/2017/08/07/14/22/mural-2604340_1280.jpg
Unofficial Yelp Events,https://tse2.mm.bing.net/th?id=OIP.J_4eOQPlAGMnuWV1TyeOnAHaEK&pid=15.1&P=0&w=346&h=195
Yelp Events,https://tse2.mm.bing.net/th?id=OIP.J_4eOQPlAGMnuWV1TyeOnAHaEK&pid=15.1&P=0&w=346&h=195
Nightlife,https://images.unsplash.com/photo-1500067318459-77a2667d9c54?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Adult Entertainment,
Strip Clubs,
Striptease Dancers,
Bar Crawl,
Bars,https://cdn.pixabay.com/photo/2013/11/12/01/29/bar-209148__480.jpg
Airport Lounges,https://cdn.pixabay.com/photo/2014/09/11/09/07/airport-441507__480.jpg
Beer Bar,https://cdn.pixabay.com/photo/2016/11/21/13/04/alcoholic-beverages-1845295__480.jpg
Champagne Bars,https://images.unsplash.com/photo-1519593113671-52cd2c0ff166?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Cigar Bars,https://images.unsplash.com/photo-1516035732248-410c66821646?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Cocktail Bars,https://images.unsplash.com/photo-1444728399417-08d2aa39e6f4?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Dive Bars,https://images.unsplash.com/photo-1532499408512-a163ed4b16a7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1950&q=80
Drive-Thru Bars,https://images.unsplash.com/photo-1509315703195-529879416a7d?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Gay Bars,https://images.unsplash.com/photo-1497133163437-71eda3fd6972?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Hookah Bars,https://images.unsplash.com/photo-1517477197788-2f6d5f33039e?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Irish Pub,https://pixabay.com/en/ireland-pub-dublin-irish-irish-pub-2345992/
Lounges,https://images.unsplash.com/photo-1465494425610-9dbd2584de84?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Pubs,https://cdn.pixabay.com/photo/2017/04/07/01/01/bar-2209813_1280.jpg
Speakeasies,https://media.npr.org/assets/img/2011/06/09/prohibition_wide-19861484cea9552150f184c460edbdf5083ab089.jpg?s=1400
Sports Bars,https://tse2.mm.bing.net/th?id=OIP.JLzsnXNbI7mbJtZ7wCduPwHaFS&pid=15.1&P=0&w=260&h=187
Tiki Bars,https://tse2.mm.bing.net/th?id=OIP.8Q_xLpnMyut51GOnZ0IOCAHaE8&pid=15.1&P=0&w=263&h=176
Vermouth Bars,https://images.unsplash.com/41/EOZpjI3oSqKPNnF2S4Tp_Untitled.jpg?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Whiskey Bars,https://images.unsplash.com/photo-1518704558972-aed9f85b393a?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Wine Bars,https://images.unsplash.com/photo-1437418747212-8d9709afab22?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=933&q=80
Beer Gardens,https://cdn.pixabay.com/photo/2018/10/15/18/24/beer-3749664__480.jpg
Club Crawl,https://tse3.mm.bing.net/th?id=OIP.fXWkbgfrUDdm38vpYBu4hAHaFY&pid=15.1&P=0&w=237&h=173
Comedy Clubs,https://images.unsplash.com/photo-1506882741710-98761c574b48?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Country Dance Halls,https://tse2.mm.bing.net/th?id=OIP.JQDpz3f-kCeD1j01TbmjAQHaEK&pid=15.1&P=0&w=294&h=166
Dance Clubs,https://images.unsplash.com/photo-1485889397316-8393dd065127?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Jazz & Blues,https://images.unsplash.com/photo-1548163111-bc419d75fef4?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Karaoke,https://images.unsplash.com/photo-1546888931-94601df99aa4?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Music Venues,https://images.unsplash.com/photo-1470345961863-06d4b12d93b3?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Piano Bars,https://images.unsplash.com/photo-1547931295-64c05303a15b?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Pool Halls,https://images.unsplash.com/photo-1546288144-325b99f1fcb0?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Religious Organizations,
Buddhist Temples,https://cdn.pixabay.com/photo/2013/07/18/20/26/byodo-in-165059__480.jpg
Churches,https://cdn.pixabay.com/photo/2018/06/17/19/12/church-3481187__480.jpg
Hindu Temples,https://cdn.pixabay.com/photo/2016/02/19/09/59/taj-mahal-1209004__480.jpg
Mosques,https://cdn.pixabay.com/photo/2018/12/31/18/27/mosque-3905675__480.jpg
Sikh Temples,https://cdn.pixabay.com/photo/2014/07/20/16/08/golden-temple-397886__480.jpg
Synagogues,https://cdn.pixabay.com/photo/2014/09/24/00/10/synagogue-458369__480.jpg
Restaurants,
Afghan,https://tse1.mm.bing.net/th?id=OIP.91rqobLCykdKDcotsZ9wjQHaE8&pid=15.1&P=0&w=245&h=164
African,https://tse2.mm.bing.net/th?id=OIP.JV-2tYNkQ8auyhL6vQv4pAHaD9&pid=15.1&P=0&w=305&h=164
Senegalese,https://tse1.mm.bing.net/th?id=OIP.e6u-7sU77VIyZLMc2qi3GAHaE6&pid=15.1&P=0&w=247&h=165
South African,https://www.oneandonlyresorts.com/~/media/oneandonly/cape-town/cuisine/reubens/detail/1400x600/one-and-only-cape-town-cuisine-reubens.jpg?v2
American (New),http://esq.h-cdn.co/assets/cm/15/07/320x240/54da58ae23583_-_ajax-tavern-restaurant-1109-lg.jpg
American (Traditional),https://tse1.mm.bing.net/th?id=OIP.XmD7DtVhUrdZTVjHnjWmmwHaFj&pid=15.1&P=0&w=233&h=176
Arabian,https://images.unsplash.com/photo-1542444256-9dd3e45c9b81?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Argentine,https://images.unsplash.com/photo-1543807669-0d0730e95cb3?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Armenian,https://images.unsplash.com/photo-1541167113378-1f06d813887f?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Asian Fusion,https://i0.wp.com/secretldn.com/wp-content/uploads/2016/10/asian-fusion-restaurants.jpg?resize=666%2C388&ssl=1
Australian,http://allblogroll.com/wp-content/uploads/2017/06/Five-Cheapest-Restaurants-To-Devour-Food-in-Australia.png
Austrian,https://i0.wp.com/sharkingforchipsanddrinks.com/wp-content/uploads/2016/07/Lucy-Wang-Restaurant-Innsbruck-4-1024x768-1024x768.jpg?resize=1024%2C768
Bangladeshi,https://media-cdn.tripadvisor.com/media/photo-s/03/b2/25/8f/the-deccan-bangladeshi.jpg
Barbeque,https://images.unsplash.com/photo-1534993160870-eaba9d2bb3b2?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Basque,http://cdn.onlyinyourstate.com/wp-content/uploads/2016/01/NV-Basque-3.3-700x440.jpg
Belgian,https://media-cdn.tripadvisor.com/media/photo-s/01/d1/46/ed/bar-2.jpg
Brasseries,https://tse2.mm.bing.net/th?id=OIP.YFDKRNVfRU9Znkz2fgMeCwHaGC&pid=15.1&P=0&w=237&h=195
Brazilian,https://tse2.mm.bing.net/th?id=OIP.lyt7apr77mF7R1fOBDzqXQHaE8&pid=15.1&P=0&w=275&h=184
Breakfast & Brunch,https://images.unsplash.com/photo-1495214783159-3503fd1b572d?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
British,https://tse3.mm.bing.net/th?id=OIP.LvHW269a49g0Z6sUFu1V_wHaEw&pid=15.1&P=0&w=314&h=202
Buffets,https://cdn.pixabay.com/photo/2015/08/26/22/15/buffet-909161__480.jpg
Burgers,https://cdn.pixabay.com/photo/2016/11/19/12/44/burgers-1839090__480.jpg
Burmese,https://s3-media1.fl.yelpcdn.com/bphoto/LPcMNRbQGh9O7TnlkJ_1Vw/o.jpg
Cafes,https://cdn.pixabay.com/photo/2015/07/02/10/38/woman-828888__480.jpg
Themed Cafes,https://cdn.pixabay.com/photo/2015/10/12/15/11/cafe-984275__480.jpg
Cafeteria,https://cdn.pixabay.com/photo/2014/07/31/22/02/restaurant-406972__480.jpg
Cajun/Creole,https://cdn.pixabay.com/photo/2013/04/03/12/00/crawfish-99850__480.jpg
Cambodian,https://tse3.mm.bing.net/th?id=OIP.ThcBHlaCsX9UpL2GTcoi7AHaEy&pid=15.1&P=0&w=285&h=185
Caribbean,https://cdn.pixabay.com/photo/2017/09/30/08/22/caribbean-2801439__480.jpg
Dominican,https://cdn.pixabay.com/photo/2014/05/22/08/26/dominican-republic-350607__480.jpg
Haitian,https://tse4.mm.bing.net/th?id=OIP.BtX8BNOjRbivte2gXO5FhQHaEz&pid=15.1&P=0&w=251&h=163
Puerto Rican,https://tse2.mm.bing.net/th?id=OIP.4yzAGFjo3hzomDCo7LNyygHaE7&pid=15.1&P=0&w=250&h=168
Trinidadian,https://www.trinigo.com/trinidad-tobago/wp-content/uploads/2016/01/13692_12322494_638753999599735_1672758203242054015_o.jpg
Catalan,https://tse1.mm.bing.net/th?id=OIP.AKk5UikfpzlYEeJoPaYOKQHaFj&pid=15.1&P=0&w=241&h=181
Cheesesteaks,https://cdn.pixabay.com/photo/2015/02/09/04/39/cheese-steak-629342__480.jpg
Chicken Shop,https://tse2.mm.bing.net/th?id=OIP.mXGKZL2KtJ7B3QV5hWRPPwHaE7&pid=15.1&P=0&w=285&h=191
Chicken Wings,https://cdn.pixabay.com/photo/2017/04/07/08/51/chicken-wings-2210462__480.jpg
Chinese,https://images.unsplash.com/photo-1464500542410-1396074bf230?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Cantonese,https://tse1.mm.bing.net/th?id=OIP.e9Vjla8q0D2xMd9Uya3sRAHaDf&pid=15.1&P=0&w=356&h=169
Dim Sum,https://cdn.vox-cdn.com/thumbor/RVZyWP_5N8c5P6Lxa8Vz0ojoZg0=/0x0:1000x750/1200x900/filters:focal(0x0:1000x750)/cdn.vox-cdn.com/uploads/chorus_image/image/55330855/Tony_Cheng_s_DC_dim_sum.0.0.jpg
Hainan,http://3.bp.blogspot.com/-wqvNXK7EPnQ/VLfiNJrcAZI/AAAAAAAAGs0/ID9BQBckJEQ/s1600/P1143621.JPG
Shanghainese,https://tse2.mm.bing.net/th?id=OIP._w_waHnrm7DaLBHP-z59QAHaE8&pid=15.1&P=0&w=279&h=187
Szechuan,https://tse3.mm.bing.net/th?id=OIP.DjSQN1kjmfSwPtfcZfqgwAHaFi&pid=15.1&P=0&w=224&h=168
Comfort Food,https://s-i.huffpost.com/gadgets/slideshows/335478/slide_335478_3377560_free.jpg
Creperies,http://cbsnewyork.files.wordpress.com/2011/12/creperie-nyc.jpg?w=560
Cuban, http://www.southbeachmagazine.com/wp-content/uploads/2014/06/larios1030.jpg
Czech,https://tse3.mm.bing.net/th?id=OIP.nLMUhkVbAZTu6aQZ28Xz0wHaE7&pid=15.1&P=0&w=260&h=174
Delis,https://images.unsplash.com/photo-1513107132060-48f411aff83c?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Diners,https://images.unsplash.com/photo-1528763216729-fb67cba479db?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Dinner Theater,https://tse3.mm.bing.net/th?id=OIP.-ehEQU7XwCRFoDBx6cU0ZgHaEj&pid=15.1&P=0&w=293&h=181
Ethiopian,https://tse1.mm.bing.net/th?id=OIP.Xe_VKyxCLN-sfwOxgXexqwHaFj&pid=15.1&P=0&w=244&h=184
Fast Food,https://images.unsplash.com/photo-1517434324-1db605ff03c7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Filipino,https://tse1.mm.bing.net/th?id=OIP.gR9U1yzfoKnWyqnSH-wdIQHaFT&pid=15.1&P=0&w=257&h=185
Fish & Chips,https://images.unsplash.com/photo-1523950300486-6be20a1b1f60?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=800&q=60
Fondue,https://cdn.pixabay.com/photo/2017/09/30/23/10/cheese-fondue-2803840__480.jpg
Food Court,https://tse4.mm.bing.net/th?id=OIP.k9_ziOGt07LLiRCuNIJZFgHaEH&pid=15.1&P=0&w=300&h=167
Food Stands,https://tse3.mm.bing.net/th?id=OIP.w08lSO1jzW3m3_KqwnULLwHaFn&pid=15.1&P=0&w=243&h=185
French,https://tse2.mm.bing.net/th?id=OIP.2M-7oXCtZ24Qv-jl_QA__QHaE8&pid=15.1&P=0&w=280&h=187
Mauritius,https://tse4.mm.bing.net/th?id=OIP.o-fgJ6lcLKe1mSe-rtJsdQHaE7&pid=15.1&P=0&w=266&h=178
Reunion,http://www.iledelareunion.net/restaurant-reunion/images/5f4a2e8c2dead6e4d42f42b4054af851d3d8d27e.jpg
Game Meat,http://www.outdoorhub.com/wp-content/uploads/sites/2/2015/04/outdoorhub-wild-game-debate-hunters-allowed-sell-harvested-meat-2015-04-22_16-50-33.jpg
Gastropubs,https://cbsla.files.wordpress.com/2015/04/social1.jpg
German,https://tse1.mm.bing.net/th?id=OIP.JCDNe4dldAfGgOTcwmXnRAHaFj&pid=15.1&P=0&w=230&h=174
